traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
732,-0.775255442,-0.0883112252,0.879872561,2.22814512,7.90697813,-1.95491087,-2.73169422,-3.03243971,13.1554909,10.6594677,-0.143235564,-7.23334932,9.97657299,-1.66615367,11.783987,2.59152651,5.21129704,-0.19339487,18.7968102,-7.07883406,1.56427133,4.95769978,4.45997715,-8.96603298,-4.94325113,10.8713179,11.3498592,-4.39090538,10.5960426,-2.72321105,1.23642159,-0.553607523
733,-0.768970251,-0.082675986,0.886609197,2.24201441,7.90861654,-2.04663873,-2.67166877,-3.20549488,13.0291376,10.7203712,-0.52950424,-7.3273797,9.90961647,-1.64887369,11.7903118,2.67110586,5.20581961,-0.105115727,18.7872105,-7.10107422,1.65818882,4.9740591,4.43866777,-8.98743343,-4.97289753,10.8279381,11.3584185,-4.39213896,10.6453962,-2.67907643,1.26216972,-0.546579897
734,-0.762630999,-0.0770272389,0.893395483,2.25605702,7.91006279,-2.13685751,-2.60715437,-3.37450361,12.8982162,10.7761068,-0.912445188,-7.41606474,9.83637905,-1.64013267,11.7955713,2.75218558,5.19990635,-0.017124895,18.7761631,-7.1240077,1.75155067,4.99175406,4.41708279,-9.00887775,-5.00236845,10.7859707,11.3657455,-4.39356613,10.6938839,-2.63509893,1.28856719,-0.539637387
735,-0.756258488,-0.0713430494,0.900224864,2.27022266,7.9113245,-2.22518063,-2.53842521,-3.53875923,12.7635584,10.8266687,-1.29056334,-7.49900723,9.75734997,-1.64007425,11.799551,2.83420968,5.19369555,0.0702637956,18.7642307,-7.14665937,1.84534061,5.01030684,4.39453697,-9.03034973,-5.03202868,10.7417288,11.3743572,-4.39443874,10.7429876,-2.58963394,1.31433892,-0.532676816
736,-0.749953747,-0.0657104403,0.906974196,2.28416634,7.91249514,-2.309829,-2.46700454,-3.69540811,12.6278009,10.8722515,-1.65777838,-7.57408524,9.67456722,-1.64776182,11.8029022,2.91784382,5.18682861,0.156909987,18.7509327,-7.16944933,1.93924332,5.02942038,4.37239599,-9.05162621,-5.06127024,10.6995306,11.3817215,-4.3944521,10.7912321,-2.54524446,1.33995867,-0.525701404
737,-0.74352771,-0.0600021034,0.913845479,2.29844213,7.91347075,-2.39303207,-2.39116287,-3.84773993,12.4887953,10.913023,-2.02133584,-7.64363527,9.58649349,-1.66332889,11.8048792,3.00228882,5.17975807,0.242765158,18.7368889,-7.19193125,2.0324316,5.04980898,4.34937859,-9.07297707,-5.0905633,10.6563511,11.389204,-4.39485312,10.8395996,-2.49939108,1.36577046,-0.518786848
738,-0.737157285,-0.0543065704,0.920663714,2.31255746,7.91431856,-2.47340226,-2.31231165,-3.9941442,12.3481293,10.9494772,-2.37649226,-7.70633125,9.49418354,-1.68826103,11.805728,3.08823156,5.17232418,0.328191191,18.7215347,-7.21437788,2.12676907,5.0704999,4.32613325,-9.09419823,-5.11981058,10.6125307,11.3973627,-4.39380169,10.887887,-2.45379329,1.39091921,-0.511796951
739,-0.730889559,-0.0486833081,0.927427769,2.32661104,7.91505289,-2.55128479,-2.2302084,-4.13500452,12.2058706,10.9817753,-2.72446537,-7.76236296,9.39789009,-1.72161996,11.8053799,3.17575431,5.16465044,0.413482487,18.704874,-7.23726749,2.22122788,5.09238863,4.30195999,-9.11540699,-5.1490736,10.567441,11.406455,-4.39158773,10.9358521,-2.40837073,1.41563463,-0.504917443
740,-0.724442124,-0.0429151654,0.934330106,2.34094405,7.91560459,-2.62733483,-2.14428949,-4.27096176,12.0617437,11.0100574,-3.06650376,-7.81209326,9.29730606,-1.76429605,11.8035088,3.26455903,5.15669537,0.497987151,18.6871128,-7.25999928,2.31548047,5.11493254,4.27804232,-9.1364851,-5.17805624,10.5239372,11.4138727,-4.3900032,10.984026,-2.36166978,1.44033742,-0.497920126
741,-0.718068838,-0.0371964462,0.941200197,2.35525751,7.91602707,-2.70116758,-2.05502772,-4.40192986,11.9161787,11.0345678,-3.40188956,-7.85530615,9.19280243,-1.81659639,11.8001442,3.3547895,5.148458,0.581844687,18.6682167,-7.2826066,2.41041732,5.13801241,4.25354862,-9.15746307,-5.20696688,10.4791536,11.4222965,-4.38731575,11.0319014,-2.31506872,1.46467745,-0.491015762
742,-0.711728275,-0.0315088592,0.94803226,2.36949706,7.91635323,-2.77236938,-1.9629941,-4.52721262,11.7702141,11.0555506,-3.7292347,-7.89164448,9.08529758,-1.87751508,11.7951422,3.44638538,5.14025354,0.665688753,18.6480217,-7.30574036,2.50508332,5.16254139,4.22793674,-9.17853928,-5.23608351,10.4332199,11.4313765,-4.38391876,11.0796909,-2.26795125,1.48858321,-0.484128505
743,-0.70528686,-0.0257340353,0.954953611,2.38390136,7.91654921,-2.84105182,-1.86822844,-4.64651155,11.6244774,11.0732107,-4.04797077,-7.92093945,8.97545242,-1.94653666,11.7885695,3.53924394,5.13183022,0.748804152,18.626812,-7.32835817,2.59990621,5.18761683,4.20229816,-9.19953156,-5.26502037,10.3877859,11.439785,-4.38037395,11.127512,-2.22014165,1.51234651,-0.47719118
744,-0.698961556,-0.0200045388,0.961812437,2.39821386,7.91664696,-2.9075911,-1.77035975,-4.76123333,11.47791,11.0877199,-4.36022282,-7.94372082,8.86222935,-2.02581334,11.7801161,3.6333468,5.12324095,0.831017494,18.6045647,-7.35016394,2.69632077,5.21242905,4.17672396,-9.22015858,-5.29356289,10.3412256,11.4493713,-4.37509298,11.1751347,-2.17293763,1.53548205,-0.470282078
745,-0.692551911,-0.0142507339,0.968735278,2.41269016,7.91661358,-2.97180653,-1.66971421,-4.87044144,11.3317919,11.0991344,-4.66474295,-7.9597044,8.74675655,-2.11333227,11.7694492,3.72862267,5.11508799,0.913653851,18.5809269,-7.3733263,2.79074192,5.23979235,4.1493907,-9.24110508,-5.32254505,10.2941236,11.4588108,-4.37009811,11.2225037,-2.12472796,1.55870652,-0.463461876
746,-0.686112046,-0.00846773945,0.97566998,2.42715311,7.91651011,-3.0332427,-1.56717837,-4.97370148,11.1870108,11.1080399,-4.95960188,-7.96850252,8.63012695,-2.20893955,11.7571392,3.82538295,5.1066637,0.995496452,18.5558758,-7.39653206,2.88560748,5.26725245,4.12282753,-9.26177216,-5.3509655,10.2491751,11.4665575,-4.36529207,11.2695894,-2.07622957,1.58166921,-0.456594586
747,-0.679726303,-0.00270292372,0.982588232,2.44164395,7.9162817,-3.0929029,-1.46119833,-5.07296085,11.0415163,11.1141558,-5.24922562,-7.97075319,8.51015949,-2.31532311,11.7421398,3.9234221,5.09848881,1.0770452,18.5295315,-7.41960573,2.98082447,5.29532957,4.09606218,-9.28227329,-5.37921381,10.2045946,11.4742117,-4.35958815,11.316062,-2.0284574,1.60471106,-0.449765623
748,-0.673380196,0.00302753435,0.989468396,2.45601225,7.91604948,-3.14929771,-1.35451388,-5.16560316,10.8989954,11.1182699,-5.52729988,-7.96593046,8.390625,-2.42801118,11.7251568,4.02211142,5.09057045,1.158427,18.5021858,-7.44253397,3.07662153,5.32452822,4.06742811,-9.30290508,-5.40784407,10.1554546,11.4848776,-4.35227156,11.3632908,-1.97911358,1.62635767,-0.442983925
749,-0.666972756,0.00882038102,0.996409297,2.4705112,7.91573334,-3.20320797,-1.24601829,-5.25260448,10.7586737,11.1198769,-5.79708052,-7.95460844,8.27060032,-2.54638243,11.7058849,4.12100744,5.08309555,1.23912883,18.4741344,-7.46513319,3.17062068,5.35489702,4.03867817,-9.32350254,-5.4363184,10.1082783,11.4939737,-4.34506702,11.4099588,-1.92993963,1.6481868,-0.436184257
750,-0.660566866,0.014615302,1.00337553,2.48513699,7.91525221,-3.25593305,-1.13324606,-5.33681822,10.6165171,11.1195383,-6.06273556,-7.93620491,8.14609909,-2.68076658,11.6827745,4.22245884,5.07599592,1.32066369,18.4433479,-7.48932505,3.26677728,5.38578844,4.00973272,-9.34385395,-5.4645915,10.0613499,11.5028992,-4.33734465,11.4561596,-1.88093829,1.67010045,-0.429441452
751,-0.654112399,0.0204827804,1.01039636,2.49983573,7.91472054,-3.30574536,-1.01975465,-5.41478062,10.4781227,11.1170912,-6.31827068,-7.91138029,8.0225563,-2.81912875,11.6573591,4.32321787,5.06946135,1.40104806,18.412508,-7.51206112,3.36192656,5.4173398,3.98011041,-9.36416054,-5.49279499,10.0127439,11.5126333,-4.32892752,11.5030909,-1.83033133,1.6908282,-0.422659874
752,-0.647719145,0.0262824558,1.01737773,2.51452208,7.91413116,-3.35342121,-0.903969347,-5.48827648,10.3409386,11.1128521,-6.56664467,-7.87966251,7.89752817,-2.96723151,11.6285334,4.42512321,5.06368446,1.48208892,18.3797436,-7.53603506,3.45689082,5.45037222,3.94935703,-9.38449574,-5.52112246,9.96375275,11.5227594,-4.31967354,11.5491333,-1.78053367,1.7118355,-0.416011751
753,-0.641355038,0.0320666693,1.02431381,2.52904582,7.91355467,-3.39826012,-0.787688792,-5.55646467,10.2067461,11.1073637,-6.80543947,-7.84141731,7.77308035,-3.12162709,11.5969133,4.52716398,5.05838776,1.56272483,18.3458233,-7.55932236,3.55284452,5.48371649,3.9181633,-9.40468025,-5.5493207,9.91341877,11.533905,-4.30915928,11.5951786,-1.73048532,1.73218322,-0.409333825
754,-0.634904087,0.0379040539,1.03134274,2.54383159,7.91285276,-3.44126582,-0.668884516,-5.62024784,10.0742197,11.1001673,-7.03724909,-7.79631948,7.64731884,-3.28579712,11.5615292,4.62999344,5.05394363,1.64352477,18.309948,-7.58429337,3.64734268,5.5182271,3.88739848,-9.42470169,-5.57713318,9.86718178,11.5416908,-4.30033255,11.64048,-1.68006277,1.7529465,-0.402734816
755,-0.628501594,0.0437623523,1.03835618,2.55856919,7.91212606,-3.48194051,-0.54862833,-5.67945528,9.94401932,11.0914745,-7.26146889,-7.74469757,7.52095509,-3.45784998,11.5223055,4.73231459,5.05057144,1.72424006,18.273283,-7.60774994,3.74308085,5.55317545,3.85532403,-9.44467163,-5.60511541,9.81678391,11.552599,-4.28882933,11.6862926,-1.62937105,1.77262998,-0.396078885
756,-0.622074068,0.0496254377,1.04540014,2.57338333,7.9113636,-3.52013731,-0.427835256,-5.73350143,9.81745434,11.0817347,-7.4763546,-7.68681049,7.3955636,-3.63539648,11.4798956,4.83476114,5.04816532,1.80537629,18.2346687,-7.63314533,3.83743167,5.58967733,3.82256103,-9.46459961,-5.63305283,9.76756477,11.5622025,-4.27791834,11.7319078,-1.57776511,1.7917788,-0.389521748
757,-0.615630746,0.0554854907,1.05244935,2.58821392,7.91056728,-3.55607462,-0.305851102,-5.78307056,9.69366646,11.0706234,-7.68392992,-7.62263346,7.26999044,-3.81946754,11.4336538,4.93659687,5.04687262,1.88642085,18.1949787,-7.65830564,3.93121243,5.62706327,3.78906012,-9.48451328,-5.66102552,9.71806526,11.5720263,-4.2664156,11.7768946,-1.52647889,1.81116927,-0.383017361
758,-0.609227896,0.0613518544,1.0594964,2.60304952,7.90973234,-3.58995891,-0.182187513,-5.82867861,9.571908,11.0585165,-7.88426208,-7.55161715,7.14322281,-4.0136857,11.3826265,5.03793955,5.04696083,1.967852,18.1536655,-7.68291998,4.02686787,5.66468763,3.75483346,-9.50417995,-5.68875694,9.66569901,11.58391,-4.25304413,11.8222828,-1.47462988,1.82960951,-0.3765347
759,-0.602820158,0.0672381073,1.06655753,2.61791539,7.90890312,-3.62145877,-0.0582733676,-5.86948633,9.45407295,11.0454903,-8.07598114,-7.47476482,7.01744127,-4.21243763,11.3279114,5.13819551,5.04832363,2.04931045,18.1109543,-7.70823002,4.12095499,5.70339537,3.72057748,-9.523736,-5.71639395,9.61600018,11.593874,-4.24004889,11.8669758,-1.4231739,1.84799635,-0.370055467
760,-0.596410632,0.0730920956,1.07360685,2.6327796,7.90805626,-3.65080261,0.0666417032,-5.90617704,9.33900452,11.0317211,-8.26009464,-7.39136839,6.89131641,-4.4188838,11.26861,5.23794746,5.05115652,2.13158989,18.066061,-7.73454762,4.21549702,5.74308252,3.68540049,-9.54323387,-5.74398279,9.56528759,11.6043215,-4.22659445,11.9113941,-1.37119591,1.86622345,-0.36367625
761,-0.589983821,0.0789886788,1.08071136,2.64780974,7.9071312,-3.67830443,0.193594649,-5.93901157,9.22630501,11.0166788,-8.43795395,-7.30106115,6.763484,-4.63487005,11.203723,5.33629847,5.05607605,2.21483231,18.0193386,-7.76172352,4.30961895,5.78400993,3.64897037,-9.56266499,-5.77170038,9.51325417,11.6155605,-4.21215534,11.9557781,-1.31892061,1.88400137,-0.357348442
762,-0.583557308,0.0849127918,1.08781719,2.66275549,7.90626764,-3.70319605,0.319032937,-5.96707392,9.11862373,11.0014467,-8.60624981,-7.20605898,6.63820553,-4.85150671,11.1358538,5.43248987,5.06204557,2.29743195,17.9717445,-7.78805017,4.40340376,5.82518482,3.61281848,-9.58187866,-5.79909086,9.46236324,11.6259604,-4.19745731,12.0000553,-1.26637948,1.90102959,-0.350983232
763,-0.577168941,0.0908100307,1.09490871,2.67773747,7.9053874,-3.72624683,0.446408719,-5.99158669,9.01315117,10.9852419,-8.76822472,-7.10388327,6.51078367,-5.07849455,11.0617619,5.52714682,5.07055283,2.38187885,17.9214725,-7.81626129,4.49720955,5.86791611,3.57483792,-9.60106945,-5.82673073,9.40908241,11.6380816,-4.18122768,12.044075,-1.21396983,1.91773319,-0.344713002
764,-0.57073611,0.0967361704,1.10203767,2.69278193,7.90450573,-3.74708366,0.573416233,-6.01185513,8.91192532,10.9684258,-8.92245007,-6.99648094,6.38425016,-5.30826616,10.9836931,5.61919165,5.08045864,2.46579528,17.870369,-7.84379768,4.59020424,5.91093254,3.53719378,-9.62005329,-5.85401344,9.35759735,11.6485758,-4.16568422,12.0878582,-1.1608007,1.93411195,-0.338484764
765,-0.564322114,0.102666959,1.10916901,2.70782375,7.90365219,-3.76579523,0.700228095,-6.0281105,8.81456757,10.9513388,-9.06874752,-6.88354445,6.258039,-5.54230261,10.9009886,5.70891619,5.09241581,2.55079699,17.8170872,-7.87199688,4.68347025,5.95492172,3.49853277,-9.6388979,-5.88126659,9.30488968,11.6602888,-4.14857626,12.1310997,-1.10856509,1.95055747,-0.332287133
766,-0.557874084,0.108635657,1.11636508,2.72309518,7.90270281,-3.78288817,0.829927981,-6.04096413,8.7192173,10.9329462,-9.2096138,-6.76241779,6.12793875,-5.78904819,10.810504,5.79581022,5.10747576,2.63774586,17.7610416,-7.90229321,4.77637672,6.00039387,3.45828009,-9.65768719,-5.90872431,9.25043869,11.6725512,-4.13098431,12.1748037,-1.05465341,1.96592033,-0.326189518
767,-0.551448405,0.11457482,1.12351465,2.73820424,7.90186834,-3.79763913,0.957943857,-6.049891,8.62842846,10.9146852,-9.34212399,-6.63685083,5.99940252,-6.03607941,10.7163696,5.87959146,5.12412071,2.72485209,17.7032661,-7.93297911,4.86858845,6.04647732,3.41822052,-9.67630196,-5.93599033,9.19837284,11.6832552,-4.11372423,12.2176571,-1.00133848,1.98135364,-0.320097804
768,-0.545009494,0.120536767,1.13069153,2.75337791,7.90105581,-3.81039095,1.08539784,-6.05495501,8.54196739,10.8959455,-9.46743393,-6.50641394,5.87107372,-6.28518581,10.6178417,5.95950985,5.14274025,2.81210303,17.6443634,-7.96340179,4.9599967,6.09313536,3.37770867,-9.69475365,-5.96310663,9.14628506,11.6936836,-4.09628534,12.2605076,-0.947268546,1.99612558,-0.31406346
769,-0.538606048,0.126488343,1.13787866,2.76862788,7.90023232,-3.82132554,1.21419275,-6.05661201,8.45835495,10.8765717,-9.58625507,-6.36867476,5.73976851,-6.54339647,10.5121326,6.03537893,5.16454506,2.90142918,17.5825691,-7.99507618,5.05212355,6.14092636,3.3355484,-9.71299362,-5.99015093,9.09109688,11.7065182,-4.07664156,12.3031521,-0.893670022,2.01063371,-0.308140457
770,-0.532178879,0.132459313,1.14507174,2.78385353,7.89947271,-3.83024573,1.34209514,-6.05465555,8.3788805,10.8570509,-9.69780159,-6.2260375,5.6083746,-6.8032937,10.4017382,6.10723448,5.18862724,2.99183655,17.5183125,-8.02863216,5.14265442,6.18990803,3.29320669,-9.73115063,-6.01733637,9.03897476,11.7170067,-4.05802107,12.3451414,-0.840076268,2.02502465,-0.302196175
771,-0.525758028,0.138457716,1.1523031,2.79917812,7.89871931,-3.83732057,1.46983743,-6.04914427,8.30338764,10.8370447,-9.80260181,-6.07791424,5.47563314,-7.06673813,10.2859974,6.17408228,5.21515703,3.08291388,17.4525185,-8.06161213,5.23344326,6.23929453,3.24999356,-9.74908352,-6.04429245,8.9846077,11.7291994,-4.03764486,12.387126,-0.786512971,2.03885746,-0.296319455
772,-0.519299805,0.144470945,1.15956414,2.81459641,7.89797258,-3.84257507,1.5980227,-6.04014397,8.23139286,10.8165855,-9.90079021,-5.92332029,5.34028721,-7.33588743,10.1635809,6.23567104,5.24490499,3.17627716,17.3836308,-8.09683037,5.32358122,6.29032421,3.20483732,-9.76699829,-6.07160187,8.92838097,11.7421808,-4.01651716,12.4291525,-0.731972158,2.05204558,-0.290529698
773,-0.512898564,0.150449157,1.16677332,2.82985973,7.89737034,-3.84588003,1.72413254,-6.02798176,8.16381741,10.7961788,-9.99210453,-5.76532936,5.20555258,-7.6027317,10.0380573,6.29233742,5.27613735,3.26925826,17.3134995,-8.13193321,5.41250992,6.341434,3.160676,-9.7845583,-6.09839201,8.87578297,11.7526646,-3.99647975,12.4705715,-0.677606165,2.06486344,-0.284779131
774,-0.506467402,0.1565018,1.17406321,2.84533191,7.8967247,-3.84748077,1.85165095,-6.01237774,8.09937859,10.7750654,-10.0771961,-5.59947872,5.06604576,-7.87818003,9.90437222,6.34225559,5.31102467,3.36465216,17.240242,-8.16808605,5.5019865,6.39358282,3.11523366,-9.80191422,-6.12518644,8.82121181,11.7646198,-3.97464538,12.5119867,-0.623373091,2.07721829,-0.279026777
775,-0.500070572,0.162450865,1.18127215,2.86065555,7.89622498,-3.84722304,1.97758317,-5.99372387,8.03905296,10.7538948,-10.1556597,-5.42955351,4.92573214,-8.15264893,9.76657104,6.38650036,5.34812355,3.46115065,17.1645679,-8.20613575,5.58974886,6.44692278,3.06857753,-9.81921101,-6.15223789,8.76697159,11.7761726,-3.95316124,12.5524626,-0.569301009,2.08987927,-0.273447245
776,-0.493614018,0.168525457,1.1886003,2.87619853,7.89568281,-3.84532881,2.10325265,-5.97169685,7.98262787,10.7324314,-10.2277031,-5.25400114,4.78246355,-8.42987347,9.62283421,6.42359352,5.38812256,3.55943489,17.086338,-8.24475098,5.67776585,6.50119781,3.02058935,-9.83622169,-6.17907953,8.70994282,11.7892218,-3.92985988,12.5939255,-0.513673484,2.10067558,-0.267877579
777,-0.48721838,0.174534634,1.19587147,2.89166069,7.89526796,-3.84164786,2.22848535,-5.94662857,7.92980862,10.7105732,-10.2936096,-5.07268286,4.63588333,-8.70932579,9.47326088,6.45340109,5.43084145,3.65921283,17.0055161,-8.28448868,5.76474094,6.55627251,2.97216415,-9.85305309,-6.2059865,8.6543932,11.801652,-3.90641332,12.6341381,-0.459586471,2.11221814,-0.262361765
778,-0.48081547,0.180628985,1.20322597,2.90730214,7.89483833,-3.8363421,2.35361409,-5.91820383,7.88087606,10.6883173,-10.3531036,-4.88529825,4.48526192,-8.99156666,9.31737041,6.47513533,5.47663736,3.7613399,16.9216175,-8.32510281,5.85228252,6.61250544,2.92149186,-9.86960602,-6.23274374,8.5935955,11.8174896,-3.87968922,12.6753073,-0.404423535,2.12185717,-0.256904393
779,-0.474375218,0.18666622,1.2105372,2.9228363,7.89455605,-3.82938385,2.47669172,-5.88709736,7.83585882,10.6661434,-10.4067135,-4.69458866,4.33343697,-9.2703228,9.15823364,6.49022388,5.52387524,3.86384654,16.8353519,-8.36785603,5.9370842,6.66942596,2.87174869,-9.88606167,-6.25973749,8.53956127,11.8282719,-3.85672164,12.7150059,-0.349358559,2.13247204,-0.251518756
780,-0.467972666,0.192667156,1.21782672,2.93836474,7.89436007,-3.82076001,2.59950328,-5.85301352,7.7943964,10.6434984,-10.4542761,-4.49771595,4.17681026,-9.55120468,8.99284935,6.49647188,5.57400179,3.96853375,16.7458725,-8.41254234,6.02095985,6.72741699,2.82076645,-9.90220356,-6.28665209,8.48469257,11.8397493,-3.83287716,12.7541504,-0.294803917,2.1430428,-0.246249229
781,-0.461544037,0.198778912,1.22520459,2.95401502,7.89418602,-3.81069422,2.72069788,-5.81597281,7.75706434,10.6206903,-10.4960995,-4.29732132,4.01773167,-9.82880116,8.82395172,6.49440479,5.6258831,4.07429075,16.6548214,-8.4557457,6.10540676,6.78589582,2.76814699,-9.91808796,-6.31330585,8.42500019,11.8545694,-3.80546713,12.7941628,-0.239615649,2.15181136,-0.240946352
782,-0.455121189,0.204855636,1.2325803,2.96975374,7.89408684,-3.79895997,2.84240818,-5.77573395,7.72314739,10.5973253,-10.5317259,-4.08914185,3.85164261,-10.110673,8.64726448,6.48192358,5.68077278,4.18270159,16.5594769,-8.50234509,6.18846321,6.84557152,2.71517539,-9.93371868,-6.34011316,8.36824512,11.867094,-3.77962685,12.8332624,-0.184519559,2.16095066,-0.235769704
783,-0.448738098,0.210937411,1.23995078,2.98547101,7.89409781,-3.78568983,2.96295905,-5.73271227,7.69294071,10.5737391,-10.5614824,-3.87607241,3.68100739,-10.3908958,8.4658041,6.45963001,5.7376523,4.29281044,16.4613914,-8.54965019,6.27088976,6.90593529,2.66141391,-9.9490366,-6.3667264,8.31074047,11.8803692,-3.75247312,12.8721523,-0.129863083,2.16951632,-0.230617777
784,-0.442347884,0.217004582,1.24730372,3.00108838,7.89424419,-3.77104926,3.08096623,-5.68750191,7.66622591,10.5503006,-10.5862532,-3.66083765,3.50869846,-10.6640444,8.28261662,6.42986059,5.79513311,4.40356159,16.3610573,-8.5981226,6.35158777,6.96720457,2.60677147,-9.96415043,-6.39355087,8.25399399,11.8929024,-3.72555447,12.9105644,-0.0750835761,2.17773175,-0.225522161
785,-0.435878903,0.223117352,1.25473833,3.01696634,7.89437962,-3.75483418,3.19977093,-5.63866615,7.6433897,10.5259752,-10.6046658,-3.43727922,3.32755685,-10.9406109,8.09121704,6.38743448,5.85563326,4.51789808,16.2559166,-8.64992714,6.43132687,7.02990294,2.55047059,-9.9790144,-6.42056179,8.19612408,11.9056921,-3.69826317,12.9488955,-0.0194495544,2.18561029,-0.220559314
786,-0.429452389,0.229279384,1.26219428,3.03281808,7.8946209,-3.73735881,3.31626678,-5.58754444,7.62419558,10.5014753,-10.6184092,-3.21142483,3.14371562,-11.2097406,7.89825916,6.3361454,5.91634369,4.63240814,16.1497726,-8.70045471,6.51019001,7.09271336,2.49397492,-9.99351883,-6.44725943,8.13813972,11.9189043,-3.66962194,12.9871378,0.0356057584,2.19257212,-0.21554172
787,-0.423043787,0.235381499,1.26962268,3.04871106,7.89498806,-3.71829152,3.43273878,-5.53328609,7.60850859,10.4764624,-10.6259823,-2.97816658,2.95142388,-11.4793282,7.69834137,6.27207613,5.97903872,4.74999237,16.0389462,-8.75429821,6.58788824,7.15690136,2.43589067,-10.0077591,-6.47414207,8.0794096,11.9321566,-3.64086556,13.025053,0.0912709758,2.19910455,-0.21072112
788,-0.416622162,0.241490334,1.27705228,3.06451249,7.895473,-3.69818664,3.54602504,-5.47735643,7.59600544,10.4517574,-10.6293478,-2.74450493,2.7579484,-11.7382412,7.49875593,6.20045567,6.04103613,4.86763144,15.9265795,-8.80822468,6.66396332,7.2216177,2.3771553,-10.0216837,-6.50102234,8.02112293,11.945096,-3.6118679,13.0625601,0.146755084,2.20531106,-0.205939114
789,-0.410242021,0.247598186,1.28449607,3.08043003,7.8960638,-3.67642498,3.65992522,-5.4179306,7.58711433,10.4262075,-10.6263657,-2.50197339,2.55370545,-11.9982052,7.29112816,6.11403847,6.10499954,4.98915386,15.8090382,-8.86480331,6.73985577,7.28780556,2.31596351,-10.035223,-6.52787876,7.95866108,11.9610205,-3.5797708,13.0999861,0.201750979,2.21090221,-0.201245904
790,-0.403834343,0.253766268,1.29198885,3.09641838,7.89672184,-3.65351081,3.77206063,-5.35602999,7.5818224,10.400135,-10.6188612,-2.25636935,2.34477115,-12.2503328,7.08161402,6.01725674,6.16830492,5.11096287,15.6900988,-8.92114639,6.81393623,7.35395956,2.25582409,-10.048418,-6.55452156,7.90036821,11.9741373,-3.54935336,13.1369057,0.256620347,2.21636915,-0.196514279
791,-0.39740169,0.25993073,1.29949021,3.11239004,7.89749289,-3.62949467,3.88208652,-5.29210138,7.57954359,10.3741045,-10.6068525,-2.00815272,2.13149524,-12.4938669,6.8705411,5.91069889,6.23075819,5.23379612,15.5683002,-8.97886181,6.88651943,7.42101717,2.19442415,-10.0613031,-6.58133411,7.84156275,11.9872856,-3.51859546,13.1735678,0.311868906,2.22129703,-0.191883057
792,-0.391039222,0.266051292,1.30697334,3.1284287,7.89839888,-3.60398531,3.99200273,-5.22493029,7.58089828,10.3472576,-10.5889463,-1.75255728,1.9079653,-12.7341347,6.65332937,5.78925419,6.29371929,5.3601203,15.4415617,-9.03987217,6.95786047,7.4896121,2.13035941,-10.0737152,-6.60815954,7.77878666,12.0029259,-3.48526263,13.2102995,0.367225617,2.22504663,-0.187449306
793,-0.384548217,0.272257298,1.3145349,3.14458609,7.89936209,-3.57728791,4.10063982,-5.15511227,7.58563089,10.3198175,-10.5663462,-1.49266493,1.67772329,-12.9663849,6.43344975,5.65602779,6.3552742,5.48715687,15.3126125,-9.10113621,7.02743912,7.55827999,2.06765652,-10.0859623,-6.63523626,7.72195387,12.0144596,-3.45514655,13.2460051,0.422449559,2.22995758,-0.182912767
794,-0.378161997,0.278419048,1.32205296,3.16064119,7.90048981,-3.54962993,4.20682764,-5.08350134,7.59322977,10.2921934,-10.5400038,-1.23151422,1.44393623,-13.1868086,6.21376657,5.51399755,6.41479349,5.61498785,15.1811848,-9.16370487,7.09510708,7.62794018,2.00274992,-10.0977354,-6.66234875,7.66185808,12.0283823,-3.42227364,13.2815924,0.476925761,2.23372531,-0.178478479
795,-0.371759325,0.284608155,1.32960916,3.17680264,7.90173674,-3.52061558,4.31251049,-5.00890636,7.6041503,10.2640285,-10.5079956,-0.963620245,1.19975972,-13.4009342,5.9891367,5.35664606,6.47304392,5.74534464,15.0457373,-9.22766113,7.16230249,7.6985631,1.93634701,-10.1090012,-6.68915606,7.59944677,12.0435781,-3.38769484,13.3174305,0.532079399,2.23626995,-0.174151003
796,-0.365378648,0.290768683,1.33713686,3.19288182,7.90313721,-3.49070048,4.4158659,-4.93258047,7.61777163,10.2356596,-10.4723759,-0.694432557,0.951691806,-13.6024961,5.76494551,5.19045496,6.52830839,5.87572193,14.9083347,-9.29257202,7.22716427,7.76960754,1.86978805,-10.1199255,-6.71611547,7.53926802,12.0572176,-3.35416293,13.3526087,0.586960435,2.2387991,-0.169884771
797,-0.358965188,0.297019839,1.34476626,3.20919561,7.90455532,-3.4596293,4.51852226,-4.8531065,7.63498735,10.2063913,-10.4318085,-0.419871211,0.694477797,-13.7948093,5.53745461,5.01039362,6.58111095,6.00789833,14.7675991,-9.35861397,7.2908802,7.84144735,1.80219591,-10.1303511,-6.74293566,7.47826242,12.0712757,-3.31944561,13.3879166,0.642052174,2.24029899,-0.165643781
798,-0.352533937,0.303218961,1.3523705,3.22549176,7.90612936,-3.42751122,4.61955976,-4.77131176,7.65517092,10.1764574,-10.3872519,-0.14230822,0.430959582,-13.9747868,5.30905533,4.81941891,6.63076115,6.14142466,14.6238174,-9.4266243,7.35223341,7.91436529,1.73201907,-10.1403952,-6.77022934,7.41423416,12.0869694,-3.28321385,13.4227362,0.697194934,2.24171376,-0.161575735
