traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
751,-8.46100426,1.9577843,6.49376392,4.02583599,6.59852171,-4.48873234,1.50605428,-4.50641918,11.0832453,9.44566917,-8.79858017,-8.31592846,6.73364925,-6.95691299,4.91082335,-1.3168087,-5.45695686,7.08171797,-1.73815763,-5.81155825
752,-8.46410942,1.89110804,6.51389313,4.05181932,6.57026482,-4.50502634,1.62361586,-4.50380135,11.0197906,9.40678024,-8.9649744,-8.20535755,6.54364395,-7.15181112,4.83379793,-1.3504957,-5.49978638,7.03911638,-1.70982397,-5.82778931
753,-8.46688652,1.82452178,6.53355694,4.07791281,6.54194355,-4.51989555,1.742046,-4.49727678,10.9585466,9.36685753,-9.12460709,-8.08599949,6.3496666,-7.35189533,4.75078392,-1.38616025,-5.54362249,6.99402666,-1.68092072,-5.84581137
754,-8.46909809,1.75741148,6.55268908,4.10442305,6.51353645,-4.53305054,1.85890555,-4.48689842,10.9009142,9.32617569,-9.27611637,-7.96073055,6.15697241,-7.55029821,4.66506815,-1.42249489,-5.58799696,6.95060349,-1.65260172,-5.86165428
755,-8.47098541,1.69022357,6.5713644,4.13116693,6.48514891,-4.54468584,1.97497499,-4.47282887,10.8461313,9.28515244,-9.42013931,-7.82858944,5.96344042,-7.74896145,4.57526875,-1.46026635,-5.63301325,6.90644932,-1.62424123,-5.87756681
756,-8.4723978,1.6230644,6.58946753,4.15802526,6.45664644,-4.55495834,2.09182477,-4.45503044,10.793726,9.24288464,-9.55744171,-7.68762875,5.76532507,-7.95195675,4.4785614,-1.50039828,-5.67937279,6.86031437,-1.59544384,-5.8946805
757,-8.47325993,1.55527759,6.60713482,4.18533611,6.42790985,-4.56383467,2.20816064,-4.43354464,10.7442522,9.2000227,-9.68743896,-7.53937292,5.56522131,-8.15542793,4.37674713,-1.54242158,-5.72702456,6.81392717,-1.5665549,-5.91116095
758,-8.47373486,1.48787344,6.62418985,4.21261501,6.39924049,-4.57133484,2.32474375,-4.40839195,10.6973534,9.15635967,-9.81027699,-7.38268471,5.36093521,-8.36122227,4.2678771,-1.58709908,-5.77590895,6.7649765,-1.53718305,-5.92941904
759,-8.47375584,1.42012072,6.64079857,4.24027109,6.37050915,-4.57744122,2.44010019,-4.37972832,10.6535988,9.11239815,-9.92581463,-7.21974325,5.15584803,-8.56460762,4.15478563,-1.63340151,-5.8256731,6.71587038,-1.50786316,-5.94710112
760,-8.47326374,1.35205686,6.65689707,4.26825953,6.34160614,-4.58223057,2.55472708,-4.3475728,10.6129217,9.06763172,-10.0342588,-7.05003405,4.94864559,-8.76654148,4.03618383,-1.68167555,-5.87668991,6.66677952,-1.47861457,-5.96401119
761,-8.4723177,1.28400147,6.6724596,4.29640579,6.31265163,-4.58571768,2.66940641,-4.31193733,10.5747538,9.02215576,-10.1360703,-6.87191772,4.7368269,-8.96881199,3.91039562,-1.73265553,-5.92909956,6.61582327,-1.44903302,-5.98180485
762,-8.47106647,1.21601272,6.68747139,4.32472324,6.28383636,-4.58791161,2.78256917,-4.27315998,10.5395584,8.97662735,-10.2309361,-6.68819857,4.52402353,-9.16666794,3.78015423,-1.7853719,-5.98209906,6.56407642,-1.41956449,-5.99972916
763,-8.46915722,1.14764845,6.70198345,4.35338068,6.25472927,-4.58888817,2.89595222,-4.23081541,10.5070372,8.93011951,-10.3189068,-6.49564409,4.30544806,-9.36456776,3.64152336,-1.84126544,-6.03730011,6.5110817,-1.38968575,-6.01770449
764,-8.46694756,1.07946563,6.71590757,4.38216782,6.2258172,-4.58865833,3.00740099,-4.18546724,10.4776754,8.88349915,-10.4000731,-6.29867315,4.08678246,-9.55576706,3.49919891,-1.89863932,-6.09294558,6.45733404,-1.35994196,-6.03595781
765,-8.46424198,1.01129186,6.72942114,4.41115475,6.1967063,-4.58727312,3.11917686,-4.1364255,10.4510727,8.83583832,-10.474474,-6.09278774,3.86164165,-9.7457037,3.34770131,-1.95928514,-6.15050268,6.4019351,-1.32990193,-6.05471134
766,-8.46100044,0.942715347,6.74233818,4.44048452,6.16750193,-4.58473396,3.23001456,-4.08432007,10.4270849,8.78792381,-10.5423613,-5.88005018,3.6327045,-9.93081093,3.18975544,-2.02242899,-6.20967102,6.34539223,-1.2996577,-6.07353497
767,-8.4572649,0.8737216,6.75481892,4.47027636,6.13800764,-4.58109522,3.34011531,-4.02902889,10.4058867,8.73937702,-10.6037207,-5.66018534,3.39936614,-10.1109648,3.02439666,-2.08803082,-6.27070379,6.28930044,-1.26959324,-6.09080267
768,-8.45317459,0.805161417,6.76667881,4.50003195,6.10876846,-4.57634115,3.44890666,-3.97080564,10.3874216,8.69051838,-10.6587934,-5.43477345,3.16318679,-10.2836628,2.85345483,-2.15564895,-6.3325491,6.23107815,-1.23934639,-6.10954332
769,-8.44866371,0.736817837,6.77792788,4.52990818,6.07973671,-4.57056952,3.55562639,-3.91018033,10.3715477,8.6418829,-10.7077427,-5.20540857,2.92584372,-10.4471397,2.6784122,-2.2246902,-6.39517927,6.17201614,-1.20916545,-6.12845659
770,-8.44364357,0.668149292,6.78887463,4.56014156,6.05020523,-4.56371927,3.66355181,-3.8450911,10.3588324,8.59134769,-10.7495556,-4.96497822,2.67795038,-10.6073627,2.4902873,-2.2978456,-6.46081352,6.11128712,-1.17862034,-6.14757347
771,-8.4381752,0.599236608,6.79912758,4.59070206,6.0207572,-4.55588531,3.7693553,-3.77797437,10.3482027,8.54119205,-10.7859993,-4.72049284,2.42869258,-10.7568521,2.29838252,-2.37199521,-6.52738142,6.05058527,-1.14831948,-6.16585302
772,-8.43233776,0.530382991,6.80891991,4.62149143,5.9912653,-4.54713678,3.87388396,-3.70789242,10.3404036,8.49048519,-10.8162918,-4.47077084,2.1757369,-10.8964701,2.10000944,-2.44779062,-6.59528351,5.98918343,-1.11808145,-6.18409014
773,-8.42505264,0.46204108,6.81827116,4.65214586,5.96151638,-4.53703117,3.98126554,-3.63203573,10.335989,8.4377594,-10.8372383,-4.20404434,1.90323246,-11.0330639,1.88095844,-2.53040767,-6.66815948,5.92101097,-1.08601415,-6.20656872
774,-8.41917419,0.393057078,6.8267436,4.68349314,5.93241501,-4.52684259,4.07939911,-3.55935478,10.332407,8.38769436,-10.8593044,-3.95493245,1.65726697,-11.1439056,1.68373859,-2.60393953,-6.7353673,5.86286259,-1.05743968,-6.22164154
775,-8.41180038,0.324233145,6.83496952,4.71492481,5.90270042,-4.5153656,4.18111897,-3.48001623,10.332716,8.33496952,-10.8712988,-3.68717313,1.38884962,-11.2511816,1.46280861,-2.68477845,-6.80839539,5.79790211,-1.02691042,-6.24073124
776,-8.40410995,0.255327672,6.84254932,4.74657869,5.87307358,-4.50291729,4.28167295,-3.39852786,10.3345814,8.28227329,-10.8782177,-3.41319132,1.11552656,-11.3457909,1.23530209,-2.7663486,-6.88265991,5.7325449,-0.996626914,-6.25931454
777,-8.39594746,0.186696202,6.84975338,4.77839088,5.84331942,-4.48968315,4.38122034,-3.31357002,10.3397007,8.22838974,-10.8787556,-3.13414574,0.837091684,-11.4266729,0.999904454,-2.84881735,-6.95879221,5.6664772,-0.966287732,-6.27799034
778,-8.38673019,0.118209489,6.85656357,4.81029701,5.81339025,-4.47518682,4.48216724,-3.22361088,10.3477163,8.17313957,-10.8712387,-2.84117556,0.542707384,-11.4950533,0.747762561,-2.93475533,-7.03819323,5.59562969,-0.935024917,-6.29948378
779,-8.3785038,0.049048841,6.86233616,4.84288979,5.78378725,-4.46088314,4.57580709,-3.13672495,10.3559294,8.11975956,-10.8652143,-2.56356764,0.270746768,-11.5430918,0.514278233,-3.01218557,-7.11358976,5.53397608,-0.906532705,-6.31415892
780,-8.36924553,-0.0194117371,6.86778212,4.87534809,5.75418806,-4.44548702,4.67026758,-3.04525733,10.3670969,8.06515026,-10.8514442,-2.2746892,-0.0146845318,-11.5771036,0.266252786,-3.09186459,-7.19176531,5.46776199,-0.87712425,-6.33192062
781,-8.35959244,-0.0879709795,6.87272787,4.90805149,5.72447062,-4.42926311,4.76414013,-2.95053649,10.3806591,8.00954628,-10.831996,-1.97956371,-0.306481153,-11.5945902,0.0101275863,-3.17104864,-7.27146101,5.40065336,-0.847744524,-6.34995508
782,-8.3494873,-0.156189561,6.87724924,4.94083357,5.69477415,-4.41235733,4.85673857,-2.85301518,10.3966503,7.95302773,-10.8075275,-1.68100405,-0.601465464,-11.594451,-0.250915468,-3.24838901,-7.35179329,5.33297443,-0.8184883,-6.36848497
783,-8.33887959,-0.224859744,6.88114929,4.97409725,5.66476536,-4.39462709,4.94878769,-2.75231504,10.4147892,7.89560223,-10.777257,-1.37548971,-0.903595328,-11.5757046,-0.520542622,-3.32425022,-7.43403339,5.2656951,-0.789420784,-6.38594913
784,-8.32800007,-0.29322058,6.88450718,5.0074749,5.63491392,-4.37651873,5.03838921,-2.6501441,10.4347153,7.83799505,-10.7436543,-1.07125366,-1.20306611,-11.5382996,-0.789099872,-3.39578581,-7.51531267,5.19921494,-0.760920584,-6.40329266
785,-8.31673717,-0.361464739,6.88737011,5.04105997,5.60495901,-4.35761547,5.12734222,-2.54481316,10.4568167,7.77928352,-10.7045774,-0.761357188,-1.50820947,-11.48071,-1.06473863,-3.46443129,-7.59765482,5.13316202,-0.732681692,-6.4201231
786,-8.30515671,-0.429591328,6.88966608,5.07481527,5.57510328,-4.3382206,5.21434832,-2.43773985,10.4804764,7.72018719,-10.6620913,-0.451177925,-1.81213677,-11.4036579,-1.34013283,-3.52815938,-7.67903996,5.06771231,-0.704923332,-6.43700886
787,-8.29328728,-0.497585118,6.89150047,5.10880661,5.54514313,-4.31830215,5.30004406,-2.32807708,10.5061769,7.66018772,-10.6151419,-0.138779581,-2.11766791,-11.3059158,-1.61839747,-3.58704734,-7.76027918,5.00352478,-0.67764008,-6.45322084
788,-8.28102493,-0.565602303,6.89275074,5.14306259,5.5150733,-4.29773855,5.38470602,-2.21566486,10.5338039,7.59897232,-10.5637169,0.176883176,-2.42545629,-11.1866817,-1.89972341,-3.64057088,-7.84132004,4.94050264,-0.650782406,-6.46891546
789,-8.26851654,-0.633421063,6.8932972,5.17744303,5.48527384,-4.27683496,5.46706438,-2.10258269,10.5620537,7.53834009,-10.5097265,0.4909603,-2.7294035,-11.0480394,-2.1774292,-3.68736362,-7.92026711,4.87876701,-0.624604404,-6.48438597
790,-8.25566578,-0.700570822,6.89358282,5.21176338,5.45549774,-4.25537062,5.5483284,-1.98630643,10.5927877,7.47573709,-10.4515457,0.806253731,-3.03349519,-10.8878231,-2.45604014,-3.7275548,-7.99797535,4.81800127,-0.598814309,-6.50025415
791,-8.24245453,-0.768617332,6.89317513,5.24680996,5.42518663,-4.2332716,5.62910414,-1.86655962,10.6254749,7.41188574,-10.3881264,1.12678981,-3.34190035,-10.702939,-2.73893499,-3.76075983,-8.07547665,4.75942564,-0.573562026,-6.514678
792,-8.22820663,-0.835335255,6.89282322,5.28134632,5.39514112,-4.20984459,5.7108407,-1.74057329,10.6617641,7.34569454,-10.3159342,1.45812285,-3.66306496,-10.4862738,-3.03267479,-3.78705668,-8.15235043,4.69738245,-0.547841549,-6.53308582
793,-8.21428776,-0.902634859,6.89137554,5.31656599,5.36499977,-4.18692398,5.78829002,-1.61687446,10.6973047,7.28001213,-10.2462807,1.77687871,-3.96472025,-10.2583303,-3.30788755,-3.80287957,-8.22465038,4.64286423,-0.523836493,-6.54705954
794,-8.20037079,-0.969677866,6.88947105,5.35186148,5.33497906,-4.1635046,5.86448669,-1.49088633,10.73419,7.21336174,-10.1733007,2.09580183,-4.26380491,-10.0083971,-3.57961869,-3.80964041,-8.29372692,4.59050846,-0.500658274,-6.56091881
795,-8.18694115,-1.03690016,6.8864646,5.38766575,5.30505896,-4.14092779,5.93586349,-1.3689121,10.7693062,7.1482439,-10.1047792,2.39843607,-4.53884125,-9.75501156,-3.82857776,-3.80696177,-8.35758209,4.54582787,-0.479164451,-6.57031918
796,-8.17247391,-1.10368371,6.88332415,5.4234004,5.27501249,-4.11696529,6.00876093,-1.23982584,10.8081141,7.08012581,-10.0269384,2.71342707,-4.82711649,-9.46687222,-4.08695602,-3.79493332,-8.41982841,4.49923229,-0.457461715,-6.58275414
797,-8.15766335,-1.17050123,6.87996626,5.45941877,5.24454594,-4.09216309,6.08180428,-1.10512042,10.8501177,7.00862265,-9.94296074,3.03342867,-5.11857557,-9.14957809,-4.34604692,-3.77186942,-8.47916222,4.45504045,-0.436249018,-6.59527683
798,-8.1428299,-1.23643613,6.87581968,5.49520826,5.21484852,-4.06767321,6.15122843,-0.973243415,10.8905258,6.93882656,-9.86145592,3.34170604,-5.39156675,-8.82638073,-4.5846777,-3.73995233,-8.53189754,4.41398811,-0.416214913,-6.60742426
799,-8.12774277,-1.30276477,6.87115002,5.53159189,5.18453979,-4.04268599,6.2201643,-0.837233245,10.9331713,6.86653852,-9.77523899,3.65205598,-5.66345739,-8.47829342,-4.81925583,-3.69663024,-8.58130646,4.37762117,-0.396955699,-6.61765003
800,-8.11240673,-1.36852837,6.86611128,5.56782866,5.15450382,-4.01725626,6.28788567,-0.698747218,10.9770918,6.79265022,-9.68631077,3.96025419,-5.92891788,-8.11127663,-5.04350376,-3.64288092,-8.62500191,4.34301662,-0.378396213,-6.62904453
801,-8.09686852,-1.43450487,6.86047125,5.60451269,5.1241374,-3.9915421,6.35440207,-0.557700574,11.0221767,6.71693325,-9.5949564,4.26646233,-6.1871748,-7.72601557,-5.25650787,-3.57829547,-8.6635313,4.31281519,-0.360790849,-6.63906384
802,-8.08133125,-1.49998271,6.85415983,5.64121151,5.09410906,-3.96579599,6.41878128,-0.417065322,11.066658,6.64157438,-9.50356197,4.56630516,-6.4327507,-7.33098412,-5.4528451,-3.50475049,-8.69601536,4.28642988,-0.344230175,-6.64808846
803,-8.0656662,-1.56536162,6.84736729,5.67810869,5.0639596,-3.93978739,6.48192549,-0.27377528,11.1124554,6.56391144,-9.40991879,4.86290407,-6.66990614,-6.92031527,-5.63606119,-3.4211328,-8.72253132,4.26372337,-0.328601539,-6.65671539
804,-8.04983997,-1.63030076,6.84018898,5.71505404,5.03383493,-3.91360927,6.5436492,-0.128550306,11.15909,6.48469257,-9.31472492,5.15505171,-6.89714813,-6.49704981,-5.80399752,-3.32833409,-8.74283028,4.24438477,-0.313861102,-6.66503763
805,-8.0338316,-1.69510627,6.83233738,5.75215054,5.00380707,-3.88709927,6.60412407,0.0184208751,11.206089,6.40411949,-9.21779919,5.44389486,-7.11472034,-6.0611887,-5.95603895,-3.22670269,-8.75681305,4.22824192,-0.300059587,-6.67300272
806,-8.01750946,-1.75974631,6.82419491,5.78942537,4.97348166,-3.86016369,6.66392851,0.169791132,11.2551956,6.32013464,-9.11718369,5.73113775,-7.32566929,-5.60730028,-6.09374189,-3.1148293,-8.76422405,4.21551609,-0.28708756,-6.68095112
807,-8.00138855,-1.82421684,6.81514311,5.827003,4.94326591,-3.83362055,6.72119093,0.3190552,11.3025293,6.23702812,-9.01899147,6.00857449,-7.51898289,-5.15664864,-6.20971489,-2.99851704,-8.76597691,4.2076354,-0.275356263,-6.68630075
808,-7.98521709,-1.88822734,6.80559158,5.86448765,4.9133935,-3.80693579,6.77693653,0.469168574,11.3497429,6.15287924,-8.92043781,6.28003502,-7.69991398,-4.70125437,-6.30693007,-2.87671185,-8.76130009,4.20175362,-0.264510602,-6.69206476
809,-7.96866417,-1.95231974,6.7958045,5.90226889,4.88301182,-3.77949476,6.83276701,0.625863731,11.3998165,6.06386757,-8.81637955,6.55280495,-7.87660599,-4.22417068,-6.38846302,-2.7449007,-8.74921989,4.19901228,-0.254644066,-6.69806433
810,-7.95230293,-2.01601958,6.78510952,5.94021893,4.85286808,-3.7524488,6.88616943,0.780258179,11.4479694,5.97556686,-8.71495724,6.81549549,-8.03566647,-3.75474024,-6.44838142,-2.61157465,-8.73249054,4.200315,-0.245836258,-6.70166254
811,-7.93569136,-2.0792582,6.77425146,5.97804308,4.82280159,-3.72498345,6.93879747,0.938483834,11.497508,5.88361406,-8.61114502,7.07449532,-8.18509769,-3.27687263,-6.48906708,-2.4733007,-8.70881367,4.20280743,-0.237913042,-6.70656347
812,-7.91913271,-2.14227772,6.76280308,6.01603651,4.79273367,-3.69763303,6.98979235,1.09723234,11.5465574,5.7906642,-8.50767708,7.32630634,-8.32104874,-2.80100822,-6.50933313,-2.33348703,-8.67990971,4.20789289,-0.230993539,-6.71041632
813,-7.90258932,-2.20559049,6.75058031,6.05459166,4.76216698,-3.67013383,7.03984356,1.25875556,11.596034,5.69486046,-8.40253544,7.57431746,-8.44604778,-2.32059145,-6.50981474,-2.19048595,-8.64581013,4.21725655,-0.225244984,-6.71200228
814,-7.88584232,-2.26826453,6.73807669,6.09284687,4.73210239,-3.64218402,7.08891153,1.42249775,11.6455927,5.59685373,-8.29609108,7.81761122,-8.55986214,-1.83887982,-6.48903608,-2.0471797,-8.60562134,4.22608185,-0.220375285,-6.71520662
815,-7.86923409,-2.33036804,6.72492743,6.13115358,4.70216513,-3.61455488,7.13609266,1.58539867,11.6938887,5.49816322,-8.19141579,8.05199718,-8.65880203,-1.36748254,-6.44869566,-1.90678263,-8.56220531,4.23720789,-0.21645534,-6.71666288
816,-7.85249853,-2.39281607,6.71107721,6.16993666,4.67177343,-3.58695507,7.18216038,1.75073767,11.7423277,5.3965435,-8.08604717,8.28090668,-8.74610519,-0.898340225,-6.38855219,-1.76776898,-8.51472569,4.25007915,-0.213457286,-6.71712875
817,-7.83571959,-2.45447779,6.69693089,6.20849228,4.64166451,-3.55936456,7.22682142,1.91704726,11.790309,5.29272175,-7.98100615,8.50258636,-8.82096386,-0.436532408,-6.30942774,-1.6326071,-8.46381378,4.26315832,-0.21125178,-6.717659
818,-7.81900644,-2.5162468,6.68210363,6.24732733,4.61150551,-3.531564,7.27054739,2.08523178,11.8377609,5.18685389,-7.87522697,8.71961212,-8.88471794,0.021249244,-6.21063757,-1.50146961,-8.40921307,4.27675772,-0.21010375,-6.71754026
819,-7.80171061,-2.57723045,6.66743469,6.28606701,4.58119059,-3.50289297,7.31413269,2.26018906,11.8870735,5.07511473,-7.76470232,8.93540859,-8.94105339,0.486298114,-6.08796692,-1.37271225,-8.34883022,4.28982544,-0.210067719,-6.71814919
820,-7.78492355,-2.63810778,6.65156364,6.32493019,4.5512414,-3.47517014,7.35521078,2.43006444,11.9328279,4.96524,-7.65968275,9.13903904,-8.98111725,0.924841225,-5.95322704,-1.25480616,-8.28999043,4.30316305,-0.21052967,-6.71681833
821,-7.768641,-2.69932771,6.63443041,6.36412334,4.5213623,-3.44847178,7.39399624,2.59536457,11.9752502,4.85667229,-7.5602479,9.3311615,-9.00608253,1.33752584,-5.80970573,-1.14732969,-8.23323154,4.3167057,-0.211355656,-6.7137351
822,-7.75195742,-2.75981641,6.61743593,6.4032855,4.49121523,-3.42081928,7.43285513,2.76841259,12.0196657,4.74107027,-7.4554286,9.52279758,-9.02465439,1.75760543,-5.64349651,-1.04420912,-8.17159176,4.3299861,-0.213416412,-6.71071863
823,-7.73522043,-2.81985521,6.59991837,6.44231462,4.4615674,-3.39324832,7.47035503,2.940166,12.0619469,4.62579966,-7.35227346,9.70759964,-9.03265095,2.16171169,-5.46386957,-0.952554464,-8.10972691,4.33992767,-0.216006458,-6.70830202
824,-7.71783352,-2.87970257,6.5825305,6.481637,4.43099499,-3.36454725,7.50825453,3.12362432,12.1075239,4.4994626,-7.2415781,9.89278603,-9.03465176,2.57705402,-5.25731087,-0.866948128,-8.04246235,4.34939575,-0.220051974,-6.70581532
825,-7.70167208,-2.93953013,6.56294727,6.52113104,4.40131235,-3.33847117,7.54214096,3.28974104,12.1445103,4.38449717,-7.14567852,10.0597858,-9.01966286,2.93927121,-5.06377935,-0.797135472,-7.98553658,4.35928202,-0.223336756,-6.69931602
826,-7.68482733,-2.99903369,6.54382133,6.56062841,4.37114763,-3.3107965,7.57678747,3.46855783,12.1847315,4.25800753,-7.04131174,10.2285261,-8.99976921,3.31408572,-4.84251881,-0.735673249,-7.92237806,4.36577082,-0.228116646,-6.69478178
827,-7.66789865,-3.05821991,6.52418089,6.60011339,4.34112549,-3.28315997,7.61032867,3.64817214,12.2234306,4.12922287,-6.93744707,10.3913345,-8.97114754,3.67525959,-4.61040163,-0.68675679,-7.85972118,4.36933184,-0.233424783,-6.69028568
828,-7.65076542,-3.11650562,6.50465059,6.63944149,4.3110857,-3.25513196,7.6432066,3.83178806,12.2617073,3.99538636,-6.83184052,10.5499954,-8.9350214,4.02771473,-4.36363363,-0.651236594,-7.79629278,4.36979532,-0.239597857,-6.68569469
829,-7.63454819,-3.17515087,6.48281288,6.67906666,4.2817359,-3.22919703,7.67314291,4.00126314,12.2929516,3.87114382,-6.73767853,10.6956787,-8.88755894,4.34085321,-4.13298321,-0.626683295,-7.74160528,4.37072802,-0.244986758,-6.67796087
830,-7.61776733,-3.23349571,6.46150589,6.71879578,4.25165987,-3.20186305,7.70355654,4.18355894,12.3266487,3.73443031,-6.63559961,10.8417044,-8.83492279,4.66091061,-3.87641859,-0.615863085,-7.68202591,4.36734152,-0.251903266,-6.67136669
831,-7.60102367,-3.29126453,6.43949986,6.75838709,4.22199965,-3.17497468,7.73258066,4.36314249,12.3573275,3.59789729,-6.5365386,10.9808931,-8.77476406,4.96158504,-3.61952424,-0.617783129,-7.62517929,4.36107206,-0.258914679,-6.66438913
832,-7.58436346,-3.34899306,6.41710997,6.798172,4.19201612,-3.14792848,7.76093769,4.54651785,12.3869925,3.45616698,-6.43605471,11.1159077,-8.70827293,5.25292397,-3.35285234,-0.633671641,-7.56807661,4.35183382,-0.266738445,-6.65684462
833,-7.56750441,-3.40604424,6.39382553,6.8378315,4.16243172,-3.12153482,7.78781796,4.72570276,12.4130945,3.31590366,-6.33953857,11.2441339,-8.63516712,5.52372599,-3.09054852,-0.661253929,-7.51465321,4.33982182,-0.274302542,-6.64861679
834,-7.55085564,-3.46320128,6.37013721,6.87772083,4.13259983,-3.09472442,7.81423759,4.90948105,12.4379807,3.16961336,-6.24095392,11.3692102,-8.55589294,5.78697586,-2.81873608,-0.703232527,-7.4601903,4.32457447,-0.282845438,-6.6399622
835,-7.53417301,-3.51983166,6.3461833,6.91747952,4.1028018,-3.06803799,7.83970881,5.09464025,12.4608345,3.01959085,-6.14276695,11.4890337,-8.47136307,6.03689337,-2.54435396,-0.758926868,-7.40624809,4.30555725,-0.291817397,-6.63133764
836,-7.51736879,-3.57612276,6.32154226,6.95715618,4.0732789,-3.0418396,7.86396456,5.2772193,12.4803848,2.86949015,-6.04757977,11.6029644,-8.38163185,6.269629,-2.2750082,-0.825680852,-7.35430288,4.28314924,-0.300688356,-6.62285185
837,-7.50080061,-3.63189745,6.29616308,6.99682379,4.04403448,-3.01579714,7.88733101,5.45838642,12.496932,2.71910644,-5.95379353,11.7127514,-8.28714752,6.48852825,-2.00738549,-0.904491782,-7.3034296,4.25815582,-0.309965611,-6.61307096
838,-7.48409748,-3.68804955,6.27029324,7.03691721,4.01400614,-2.98935771,7.91030502,5.64686203,12.5121899,2.5592432,-5.85658503,11.8196354,-8.18736076,6.70148945,-1.72988796,-0.999810576,-7.25024891,4.22896433,-0.320341229,-6.60286427
839,-7.46755075,-3.74339104,6.24379778,7.07668924,3.98474431,-2.96346855,7.93205357,5.82993603,12.5234241,2.40244699,-5.76361513,11.9210548,-8.08394623,6.89661503,-1.46302283,-1.10375857,-7.19890833,4.19698238,-0.330547303,-6.59243917
840,-7.45112753,-3.7985599,6.21643734,7.11668396,3.95511961,-2.93815827,7.95277834,6.0122838,12.5315542,2.2436142,-5.67240763,12.0178299,-7.97632408,7.07923746,-1.20132017,-1.21676242,-7.14843464,4.1639123,-0.340978652,-6.58031654
841,-7.43456173,-3.85315371,6.18917322,7.15621233,3.92623186,-2.91247845,7.97294426,6.19568348,12.5368328,2.08175159,-5.58129358,12.1108904,-7.86556673,7.25056362,-0.940575898,-1.34309995,-7.09547663,4.12434006,-0.351872116,-6.57046938
842,-7.41809654,-3.90776372,6.16102457,7.19621229,3.89636064,-2.8870039,7.99234533,6.38345814,12.5394526,1.91236413,-5.48870182,12.2004642,-7.7502346,7.41378403,-0.677870214,-1.4824307,-7.04110098,4.08339739,-0.363724589,-6.55799866
843,-7.40160275,-3.96166849,6.1326251,7.23565865,3.86772323,-2.86175728,8.01086235,6.56552649,12.5379524,1.74690259,-5.40029478,12.2857542,-7.63286066,7.56204557,-0.427766263,-1.62774098,-6.98614454,4.03810453,-0.375283539,-6.54750681
844,-7.3854804,-4.01570559,6.10293818,7.2757163,3.83814764,-2.83682847,8.02865601,6.75039387,12.5332203,1.57581687,-5.31108141,12.3680677,-7.51110983,7.7024498,-0.178294569,-1.78400552,-6.9297986,3.99276066,-0.387868762,-6.53341627
845,-7.36901236,-4.06910563,6.07352018,7.31519794,3.80935049,-2.81173515,8.0457983,6.93517399,12.5250235,1.40240586,-5.22288322,12.4464893,-7.38768578,7.83145618,0.0658845827,-1.95076287,-6.86963749,3.94095206,-0.400694788,-6.52226162
846,-7.35292912,-4.12241173,6.04311466,7.35502195,3.78003144,-2.78691268,8.06221867,7.12110519,12.5129108,1.22484672,-5.13489389,12.5219154,-7.2601614,7.95216656,0.305964947,-2.12606859,-6.80742836,3.88889098,-0.414328516,-6.50856209
847,-7.33698797,-4.17503548,6.01209974,7.39456272,3.7512691,-2.76269484,8.07772923,7.30210876,12.496973,1.05031312,-5.05063009,12.5935497,-7.13175058,8.06116486,0.533401549,-2.30410552,-6.74422455,3.83561134,-0.427951694,-6.49458885
848,-7.32110691,-4.22752953,5.98041487,7.43421125,3.72242165,-2.73839068,8.09272099,7.48480272,12.477047,0.871447921,-4.9660759,12.6626616,-7.00001955,8.16243458,0.757807076,-2.49185586,-6.67693329,3.77953529,-0.442367047,-6.48005772
849,-7.30525064,-4.28006554,5.9484458,7.47390795,3.69329977,-2.71397829,8.107131,7.6710043,12.4528885,0.685752511,-4.8805809,12.7287407,-6.86547756,8.25565434,0.980392277,-2.69090819,-6.60351992,3.71956778,-0.457844138,-6.46595573
850,-7.28940916,-4.33171558,5.91594076,7.51325846,3.66469097,-2.69014215,8.12072086,7.85240126,12.424571,0.502506673,-4.79877424,12.791501,-6.72955847,8.33975124,1.18986595,-2.88958526,-6.52898073,3.65981317,-0.473110884,-6.45144463
851,-7.27397013,-4.38323832,5.88270712,7.55269051,3.63603711,-2.66639185,8.13378525,8.03433323,12.3918438,0.316208512,-4.71741819,12.8518553,-6.59119463,8.41624355,1.39415908,-3.09519339,-6.44947481,3.59879732,-0.489389092,-6.43589592
852,-7.25863981,-4.4344101,5.84891462,7.59208441,3.60740352,-2.64283395,8.14620399,8.21576309,12.3546581,0.127808303,-4.63709736,12.9096432,-6.45093727,8.48506832,1.59170413,-3.30603552,-6.36535168,3.53644991,-0.506299734,-6.41978931
853,-7.2431283,-4.48520136,5.81493473,7.63117123,3.5791657,-2.61949277,8.15801907,8.39550972,12.3129969,-0.0615603626,-4.55877972,12.9644794,-6.30942774,8.54644203,1.78033936,-3.51896429,-6.27650547,3.47248936,-0.523370266,-6.40502691
854,-7.22822905,-4.53559923,5.77963781,7.67047644,3.55078554,-2.59656453,8.1692667,8.57330322,12.2668924,-0.250885993,-4.48213196,13.0175705,-6.16571808,8.60126781,1.96105576,-3.73422456,-6.18454123,3.41039801,-0.541342199,-6.38711214
855,-7.21326017,-4.58568811,5.74435377,7.70950413,3.52259135,-2.57354879,8.18000889,8.75219917,12.2154951,-0.44481799,-4.40600491,13.0680294,-6.01957273,8.64976978,2.13622522,-3.9541626,-6.08562279,3.34648848,-0.559971571,-6.37042093
